0	10	59	34	3	0	57	7	31	3	25	104	6	326	2	4	0	144	49	192	10	2	3	11	14	7
31	1	0	1	44	0	0	0	32	0	0	31	0	1	27	1	0	32	1	0	21	0	0	0	0	0
3	1	17	6	2	2	9	3	5	0	9	3	3	4	2	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
30	6	8	45	3	2	14	1	4	0	1	51	19	283	10	4	0	125	39	128	0	2	9	3	4	1
0	0	0	0	3	0	0	0	3	0	0	2	0	0	4	0	0	0	0	0	4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0
19	0	93	54	8	2	19	0	0	1	2	76	9	194	4	0	1	21	96	109	10	0	0	5	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	3	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
40	0	0	0	46	0	0	0	33	0	0	0	0	0	32	0	0	0	0	0	17	0	0	0	12	0
12	0	0	0	4	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0
4	10	13	28	4	1	14	3	11	0	6	47	10	168	16	3	0	107	40	45	56	8	1	1	1	2
52	3	0	0	71	1	1	26	18	0	4	71	0	0	50	0	0	41	9	43	19	0	0	0	7	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
0	1	2	1	5	1	0	2	3	0	1	0	2	0	8	2	0	0	1	10	1	0	0	0	2	0
0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0	0	7	11	6	3	6	0	2	0	2	55	11	29	2	1	0	18	53	30	0	0	0	0	0	3
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	11	0	5	0	1	0	0	0	0	1	0	2	7	0	0	7	7	4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
