0	4	7	21	0	1	5	1	4	0	5	51	2	26	0	1	0	48	9	37	0	2	4	0	3	0
8	18	0	1	20	0	0	2	18	2	0	23	5	0	2	1	0	10	15	8	7	2	0	0	1	0
10	0	14	0	23	0	0	31	29	0	55	16	0	0	7	0	0	9	1	47	5	0	0	0	2	0
17	1	0	24	67	0	18	0	39	0	0	4	0	0	8	0	0	1	10	0	2	0	2	0	7	1
6	9	0	1	5	5	4	1	0	1	0	21	1	33	1	1	0	19	22	15	2	0	0	0	3	6
1	0	0	0	0	58	0	0	0	0	0	1	1	0	1	0	0	0	0	3	1	0	0	0	0	0
19	1	0	0	21	0	34	80	3	0	0	4	2	2	6	0	0	1	1	0	11	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3	2	14	14	6	0	1	0	0	0	0	32	0	31	1	8	0	19	44	64	1	4	0	2	0	3
1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0
1	0	0	1	12	0	0	0	3	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
136	4	11	11	46	14	7	0	35	0	10	67	5	2	23	16	0	1	24	73	16	3	1	0	5	1
22	52	3	1	51	5	0	1	32	0	0	2	28	11	8	48	1	0	8	1	6	2	0	0	0	0
21	6	73	131	25	5	46	2	55	0	33	4	2	13	4	2	0	2	15	82	1	0	2	0	5	0
0	0	0	1	0	0	0	0	3	0	0	2	0	3	0	2	0	16	3	5	29	0	0	0	2	0
4	4	1	2	31	1	1	14	10	0	1	13	1	0	8	24	0	13	13	24	2	0	2	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
75	27	21	17	149	8	60	1	66	2	11	17	11	55	28	15	1	51	43	43	9	15	3	0	28	1
31	5	29	2	105	0	1	53	64	0	17	3	0	1	8	12	1	0	34	115	6	0	0	0	4	0
45	1	14	1	69	0	1	55	77	0	0	8	3	3	49	0	0	13	7	51	11	0	2	0	6	2
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	2	0	0	1	0	0	1	0	0	0	0	5	4	0	0	0	0	0
1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0
2	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	12
