1	4	7	8	0	3	12	3	18	0	8	53	5	20	0	4	0	100	27	55	1	9	1	4	71	1
6	0	0	0	7	0	0	0	1	0	0	0	0	0	10	0	0	3	0	0	1	0	0	0	0	0
3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	5	0	0	0	1	0	0	0	0	0	4	0	0	3	0	0	1	0	0	0	3	0
30	5	1	9	33	0	2	1	19	0	0	51	0	11	0	2	0	36	21	7	0	2	0	0	2	0
1	0	0	0	0	0	0	0	3	0	0	3	0	0	4	0	0	0	0	0	3	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	0	0	0	47	0	0	0	52	0	0	0	0	0	19	0	0	0	0	0	1	0	0	0	1	0
0	0	14	18	5	5	15	0	0	0	0	40	2	83	0	2	0	8	38	47	0	4	0	1	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
3	0	0	0	9	0	0	0	5	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	3	0
8	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	1	6	1	1	2	3	0	0	0	0	0	0	2	0	1	10	4	1	0	2	0	3	0
0	1	0	0	3	1	0	0	0	0	3	10	17	8	54	1	0	121	1	1	3	2	1	0	0	0
1	0	0	0	1	0	0	0	1	0	0	1	0	0	5	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	12	0	0	0	25	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0
0	1	1	0	2	0	0	1	1	0	1	2	2	0	5	3	0	1	1	4	1	0	2	0	1	0
1	0	0	0	1	0	0	3	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	2	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	5	0	0	0	0	0	0	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
